groundTruth,predicted
"
05/21/2014, nan, Sports and Recreational Equipment and Supplies and Accessories, ","
05/21/2014, nan, Sports and Recreational Equipment and Supplies and Accessories, "
"
01/28/2014, 4500217340, nan, 15100000.0, ","
02/11/2014, 4500218019, nan, 15100000.0, "
"
nan, 3M MONITOR MOUNT DOCUMENT HOLDER, ","
nan, EXPO MONITOR MOUNT DOCUMENT HOLDER"
"
nan, nan, 50180000.0, ","
nan, nan, 50180000.0, "
"
pest control services, $33374.00, ","
Pest control services at the Santa"
"
State Programs, Prison Industry Authority (PIA), ","
Services are specifically exempt by policy, nan, "
"
06/12/2015, nan, CA-DVBE CDVBE, NO, $15755.83, Network cable, ","
06/12/2015, nan, CA-DVBE CDVBE DVBE, NO, $15755.83, Network ca"
"
Boiler maintenance service, ","
Boiler maintenance service, "
"
2013-2014, ","
2013-2014, "
"
2012-2013, IT Goods, 43211902, ","
2012-2013, IT Goods, 43211902, "
"
ARB123067, nan, ","
ARB120476, nan, "
"
Forestry and Fire Protection, Department of, NO, ","
Forestry and Fire Protection, Department of, NO, "
"
1349440.0, 95691
(38.575311, -121.560401), ","
1763182.0, 95691
(38.575311, -121.560401), "
"
Personal Services, Social Services, Department of, nan, NO, Editorial and Design and Graphic and Fine Art Services, ","
Personal Services, Social Services, Department of, CA-MB CA-SB, NO, Editorial and Design and Graphic and Fine Art Se"
"
04/05/2013, Upgrade to 512MB, ","
03/28/2013, Upgrade to 512MB, "
"
nan, ","
nan, "
"
International Restaurant Equipment Co., Inc., 36.0, 23131500.0, ","
International Restaurant Equipment Co., Inc., 5.0, 23131500.0, 
"
"
4500285651, $80.00, ","
4500285605, $80.00, "
"
Veterans Affairs, Department of, $57600.00, 85121502
85101505, 91914
(32.662028, -116.959337), ","
Veterans Affairs, Department of, $57600.00, 85121502
85121505, 91914
(32.662262, -117.929"
"
nan, 56000000.0, 73529
(34.361458, -97.971748), ","
nan, 56000000.0, 73529
(34.361458, -97.971748), "
"
24121503
24141601
42142111, 24121503.0, 24121500.0, ","
24121503, 24121503.0, 24121500.0, 

### Response:
24"
"
nan, TruGreen ChemLawn, $500000.00, 70141605.0, ","
nan, California Environmental Protection Agency,"
"
Fuel for Equip. 02S330, 1.0, ","
Fuel for Equip. 02S330, 1.0, "
"
nan, NON-IT Goods, 15000000.0, ","
nan, NON-IT Goods, 15000000.0, "
"
2014-2015, nan, Ehanced Reentry Program, 85121608.0, ","
2014-2015, nan, FY 15/16, 85121608.0, 

### Response:"
"
1.0, $9999.99, nan, ","
1.0, $9999.99, nan, "
"
2013-2014, NON-IT Goods, State Hospitals, Department of, Turnip Greens, 360.0, Frozen vegetables, Food Beverage and Tobacco Products, ","
2013-2014, NON-IT Goods, State Hospitals, Department of, Turnip Greens, 20.0, Frozen vegetables, Food Beverage and Tobacco Products, 
"
"
Services are specifically exempt by statute, NO, 1.0, nan, nan, ","
Subvention and Local Assistance, NO, 1.0, nan, 

### Response:
S"
"
nan, IT Goods, 81110000.0, 81000000.0, 95610
(38.69507, -121.271144), ","
nan, IT Goods, 81110000.0, 81000000.0, 95610
(38.69507, -121.271144), "
"
5.0, nan, ","
5.0, nan, "
"
43232202, 43232200.0, ","
43232202, 43232200.0, "
"
$631.32, ","
$657.12, "
"
2012-2013, ","
2012-2013, "
"
2012-2013, NON-IT Goods, 78180000.0, ","
2012-2013, NON-IT Goods, 78180000.0, "
"
02/26/2015, nan, 15101506.0, ","
02/26/2015, nan, 15101506.0, "
"
12/12/2013, 2013-2014, Scan/QC/Import only, $162.00, ","
12/12/2013, 2013-2014, Scan/QC/Import only, $162.00, "
"
690H4014, nan, 25172504.0, Transportation components and systems, ","
101H4035, nan, 25172504.0, Transportation components and systems, "
"
nan, 1.0, ","
nan, 1.0, "
"
SB/DVBE Option, ","
Fair and Reasona"
"
IT Goods, Color options or upgrades, Printer and photocopier and facsimile accessories, ","
IT Services, Photocopiers, Duplicating machines,   

### Response:
IT Services, Photocop"
"
","
"
"
nan, ","
nan, "
"
1743385.0, 25201901.0, Aerospace systems and components and equipment, nan, ","
1757405.0, 25201901.0, Aerospace systems and components and equipment, nan, "
"
01/08/2013, 91321, Mud cleaning equipment, Mining and Well Drilling Machinery and Accessories, ","
02/04/2013, 91321, Slickline drilling equipment, Mining and Well Drilling Machinery and Accesso"
"
2014-2015, Defense and Law Enforcement and Security and Safety Equipment and Supplies, ","
2014-2015, Defense and Law Enforcement and Security and Safety Equipment and Supplies, "
"
4500214517, Fuel for Equip. 13R248, $107.97, Petroleum and distillates, ","
4500214517, Fuel for Equip. 13R248, $107.97, Petroleum and distillates, "
"
26121607
43223303
60104912, 26120000.0, 26000000.0, ","
26121607, 26120000.0, 26000000.0, 

### Response:
26"
"
NO, 85101705, Comprehensive health services, ","
NO, 85101705, Comprehensive health services, "
"
","
"
"
","
"
"
2013-2014, Forestry and Fire Protection, Department of, $1300.00, ","
2013-2014, Forestry and Fire Protection, Department of, $1150.00, "
"
05/20/2014, 2013-2014, CF130908, nan, 1751519.0, Computer displays, ","
05/20/2014, 2013-2014, CF130972, nan, 1751519.0, Computer displays, "
"
04/06/2015, 04/06/2015, nan, nan, BAKEMARK, 50160000.0, ","
05/08/2015, 05/08/2015, nan, nan, Food Service Systems I"
"
04/01/2014, 1-14-23-20 A - G, $260951.81, 25101910, ","
07/26/2014, 1-14-23-20 A - G, $260951.81, 25101910, "
"
BRAS, 42DD, 53102304, Undergarments, Clothing, ","
BRAS, 42DD, 53102304, Undergarments, Clothing, "
"
09/14/2012, 7-11-51-02, nan, ","
10/01/2012, 7-11-51-02, nan, "
"
09/16/2013, ribbon canon, 44100000.0, ","
07/19/2013, ribbon Cannon, 44100000.0,"
"
03/27/2015, nan, Corrections and Rehabilitation, Department of, ","
07/01/2015, nan, Corrections and Rehabilitation, Department of, "
"
2013-2014, ","
2013-2014, "
"
nan, $6912.00, 43000000.0, ","
nan, $1312.00, 43000000.0, "
"
CA-SB, nan, NO, $1329.60, 52151507, 52151507.0, Domestic disposable drinking straws, nan, ","
CA-SB, nan, NO, $1329.60, 52151506, 52151506.0, Domestic disposable flatware, nan, 

### R"
"
nan, 1028257.0, White Refill (Pro Root), Dental equipment and supplies, ","
nan, 8329.0, White Refill (Pro Root), Dental equipment and supplies, 
  "
"
nan, State Programs, Water Resources, Department of, nan, NO, ","
nan, State Programs, Water Resources, Department of, nan, NO, "
"
$4837.50, ","
$1775.00, "
"
nan, hired equipment, water truck, for going fire, CASHU 6933, ","
nan, hired equipment,      for fire suppression,    CASHU 00693"
"
7-12-23-15-04, B0001390, 2015 FORD E-350 BUS & BRAUN WHEELCHAIR LIFT, WITH OPTIONS, DOCS.,FEES, ","
1-12-23-14, Y0000782, 2015 FORD E-350 BUS & BRAUN WHEELCHAIR LIT(ADA PORTION NON-TAXABLE"
"
06/30/2015, Services are specifically exempt by statute, Services are specifically exempt by statute, 86101605, 86100000.0, ","
06/30/2015, Services are specifically exempt by statute, Services are specifically exempt by statute, 86101605, 86100000.0, "
"
02/13/2013, Amendment to extend the term & add $., ","
03/24/2014, County of Kern Mental Health Services, "
"
1.0, ","
1.0, "
"
$0.00, ","
$0.00, "
"
Eaton Corporation, Software, ","
IBHP INCORPORATED, Software, "
"
12/31/2013, 2013-2014, nan, 1182120.0, NO, ","
10/10/2012, 2012-2013, nan, 1093148.0, NO, "
"
4500270438, Food Service Systems Inc, 50441800.0, 50000000.0, ","
4500270443, Food Service Systems Inc, 50441800.0, 50000000.0, "
"
2014-2015, Amendment A06 Revises rates., 85101700.0, ","
2014-2015, Amendment A06 updates language, 85101700.0"
"
1015944.0, nan, NO, International Vehicle Transporter, ","
1001958.0, CA-SB, NO, International Vehicle Transporato"
"
nan, $4000.00, 86101605, ","
nan, $4000.00, 86101605, "
"
04/25/2013, NON-IT Services, Personal Services, nan, Specialized trade construction and maintenance services, ","
04/03/2013, IT Services, nan, nan, Specialized trade construction and maintenance services, 

### Response:
04"
"
11/15/2013, Petroleum and distillates, ","
10/29/2013, Petroleum and distillates, "
"
2013-2014, Water Resources, Department of, $61.07, ","
2013-2014, Water Resources, Department of, $61.07, "
"
nan, $40.88, ","
nan, $22.56, "
"
2012-2013, Informal Competitive, Prestan Professional Adult Medium Skin, ","
2012-2013, Informal Competitive, Prestan Professional Adult Medium Skin C"
"
09/15/2014, 1755837.0, Prepared eggs, ","
09/12/2014, 1755837.0, Prepared eggs, "
"
10/18/2013, ClassApps Support - SelectSurvey.net and SelectPoll, Engineering and Research and Technology Based Services, 95660
(38.676557, -121.37729), ","
10/22/2013, Software Maintenance, Engineering and Research and Technology Based Services, 95660
(38.676557, -121.37729), 

### Response"
"
2012-2013, WSCA/Coop, 1001584.0, Emergency lighting and accessories, ","
2012-2013, WSCA/Coop, 1001584.0, Emergency lighting and accessories, "
"
17224.0, ","
17224.0, "
"
1.0, 81110000.0, Engineering and Research and Technology Based Services, ","
1.0, 81110000.0, Engineering and Research and Technology Based Services, "
"
07/11/2012, 86101810, 86101800.0, ","
05/28/2013, 86101810, 86101800.0, "
"
05/10/2013, nan, CA-SB CA-SBE, Contractor provides trash hauling, pickup, and disposal.  Without
the service, this would create a negative adverse health condition to employees, Brooms and mops and brushes and accessories, ","
05/11/2013, nan, CA-SB, Contractor shall provide all labor, tools,
tools, equipment, and incidentals to perform trash hauling, pickup and disposal
"
"
nan, Stationery or business form printing, 82121500.0, Reproduction services, ","
nan, Stationery or business form printing, 82121500.0, Reproduction services, "
"
Hazardous Waste Containers, ","
hazardous waste container,  "
"
7-11-51-02, Lamps and lightbulbs and lamp components, 39000000.0, ","
7-11-51-02, Lamps and lightbulbs and lamp components, 39000000.0, "
"
07/29/2014, Building and facility maintenance and repair services, ","
06/04/2015, Building and facility maintenance and repair services, "
"
Fair and Reasonable, ","
SB/DVBE Option, 

###"
"
1-10-75-60A, Statewide Contract, TONER, 44103103.0, 44103100.0, Office machines and their supplies and accessories, ","
1-10-75-60A, Statewide Contract, TONER, 44103103.0, 44103100.0, Office machines and their supplies and accessories, "
"
nan, Flight Gloves, 10/Black, Uniforms, ","
nan, Military Specifications, Uniforms, "
"
NO, 42132101.0, 42132100.0, ","
NO, 42132101.0, 42132100.0, "
"
nan, ","
nan, "
"
91304, Clip, binder, small, ","
91304, Clip, binder, small, "
"
W0000747, nan, 92653, ","
Y0000927, nan, 92653, "
"
12-501-0152, NON-IT Goods, WSCA/Coop, Water Nozzle, ","
12560140, NON-IT Goods, WSCA/Coop, Water nozzle, pis"
"
4500221417, CA-MB CA-SB MBE, 52121508, ","
4500221221, CA-MB CA-SB MBE, 52121508, "
"
nan, ","
nan, "
"
96.0, $57.60, ","
24.0, $23.20, "
"
NO, $66532.00, Furniture and Furnishings, 95696
(38.43, -122.02), ","
NO, $66532.00, Furniture and Furnishings, 95696
(38.43, -122.02), "
"
4500200218, nan, 26054.0, 10.0, ","
4500191547, nan, 26054.0, 60.0, "
"
07CS0035, Services are specifically exempt by statute, NO, Healthcare provider support persons, ","
13YS0007, Personal Services, NO, Healthcare provider support persons, 
    
     
       
   "
"
2014-2015, nan, NO, ","
2014-2015, nan, NO, "
"
NON-IT Goods, 6076.0, 55121605.0, ","
NON-IT Goods, 29177.0, 55121605.0,"
"
nan, Correctional Health Care Services, TAGG Industries, Inc., 1.0, $12.60, Manufacturing Components and Supplies, ","
nan, Correctional Health Care Services, TAGG Industries, Inc., 20.0, $245.00, Manufacturing Components and Supplies"
"
80121600.0, Legal services, ","
80121600.0, Legal services, "
"
4500281794, 56.0, $24.81, Nuts or dried fruits, Snack foods, ","
4500282380, 150.0, $26.78, Nuts or dried fruits, Snack foods,"
"
02/11/2014, nan, $2230.50, ","
02/11/2014, nan, $1599.50, "
"
Christian Bartels Enterprises Inc. dba CB Enterprises, CA-SB, 50110000.0, Food Beverage and Tobacco Products, ","
Christian Bartels Enterprises Inc. dba CB Enterprises, CA-SB, 50110000.0, Food Beverage and Tobacco Products, "
"
Informal Competitive, 5.0, 30000000.0, ","
Fair and Reasonable, 2.0, 30000000.0, 
"
"
REQ0013687, WSCA/Coop, Consumer Affairs, Department of, 1001758.0, FEDEX CORPORATE SERVICES, INC., ","
REQ0013687, WSCA/Coop, Consumer Affairs, Department of, 1001758.0, FEDEX CORPORATE SERVICES, 
,   "
"
2014-2015, nan, 0.0, Unknown, Office supplies, ","
2014-2015, nan, 1731065.0, Go De Novo, Office s"
"
nan, 1523000.0, 81111812.0, Computer services, ","
nan, 1016814.0, 81111812.0, Computer services, "
"
nan, ","
nan, "
"
7906, 1001553.0, PARTS, ","
7085-12-5611, 1001557.0,"
"
09/21/2012, nan, 95521, $66978.00, Public administration, Public administration and finance services, Politics and Civic Affairs Services, ","
04/17/2015, nan, 95521, $66978.00, Public administration, Public administration and finance services, Politics and Civic Affairs Services, "
"
26000000.0, ","
26000000.0, "
"
Packaged combination meals, ","
Packaged combination meals, "
"
11/21/2012, ","
11/19/2012, "
"
NON-IT Goods, NO, $26.53, 42000000.0, Medical Equipment and Accessories and Supplies, ","
NON-IT Goods, NO, $26.53, 42000000.0, Medical Equipment and Accessories and Supplies, "
"
07/01/2012, 2012-2013, nan, ","
07/30/2012, 2012-2013, nan, "
"
2014-2015, ","
2014-2015, "
"
","
"
"
Vocational training, ","
Vocational training, "
"
Software maintenance and support, 81000000.0, 95765
(38.81672, -121.269843), ","
Software maintenance and support, 81000000.0, 95765
(38.81672, -121.269843), "
"
Residence Inn by Marriott Provo, nan, YES, lodging for fire personnel on san diego complex, Hotel rooms, Hotels and lodging and meeting facilities, ","
RKU Distributing, Inc, CA-MB CA-SB, YES, RKU provides lodging for emergency personnel on ""Going Fire"" CASHU 008322, Hotel rooms"
"
nan, 1307240.0, 44101702.0, ","
nan, 1307240.0, 44101702.0, "
"
","
"
"
2012-2013, REQ0008284, nan, Statewide Contract, 3.0, 43211507.0, 43211500.0, 95827
(38.563097, -121.328511), ","
2012-2013, REQ0008843, nan, Statewide Contract, 5.0, 43211507.0, 43211500.0, 95827
(38."
"
Formal Competitive, Welded metal components, ","
Formal Competitive, Welded metal welded compo"
"
Digital video disc video DVD V, 43200000.0, Information Technology Broadcasting and Telecommunications, ","
Replaces discontinued HP 90W Docking Station, 43200000.0, Information Technology Broadcasting and Teleco"
"
2013-2014, 08-85216, Subvention and Local Assistance, Name change, budget increase, and addition of a county to service area., ","
2013-2014, 08-85216, Subvention and Local Assistance, Amendment A02 adjusts rates,  adjusts rates,  adjusts budget.,    

### R"
"
12/06/2013, NO, dressing
 sodium cl, 42211802.0, ","
12/06/2013, NO, 1 3 Box 831302800 8x9 1/2 6/CS 12"
"
43222600.0, ","
43222600.0, "
"
Services are specifically exempt by statute, 1154040.0, Martinez Adult Education, nan, ","
Services are specifically exempt by statute, 1012559.0, COUNTY OF SAN JOAQUIN, nan, 
  "
"
2012-2013, 2660 021300000039, NON-IT Goods, $1848.00, ","
2012-2013, 2660 021300000099, NON-IT Goods, $1837.00, "
"
NON-IT Goods, 1058818.0, 42151635.0, 42000000.0, ","
NON-IT Goods, 1029100.0, 42151635.0, 42000000.0, "
"
Verizon Wireless, ","
Verizon Wireless, "
"
19621.0, $3897.60, 10151513.0, ","
19621.0, $3544.20, 10151513.0, "
"
Services are specifically exempt by statute, $100503.00, 85111501.0, 85110000.0, 95222
(38.068755, -120.580093), ","
Services are specifically exempt by statute, $100503.00, 85111501.0, 85110000.0, 95222
(38.068755, -120."
"
12/07/2012, NON-IT Goods, 50180000.0, Bread and bakery products, ","
11/26/2012, NON-IT Goods, 50180000.0, Bread and bakery products, "
"
03/05/2014, 1745299.0, 92870, Tire, Firestone Firehawk GTZ Pursuit, P235/55R17, Tires and tire tubes, 25170000.0, 92870
(33.881785, -117.85529), ","
03/06/2014, 1745299.0, 92870, Tire, Firestone Firehawk GTZ Pursuit, P235/55R17, Tires and tire tubes"
"
Fair and Reasonable, ","
Informal Competitive,"
"
2013-2014, nan, $229.23, Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies, ","
2013-2014, nan, $229.23, Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies, "
"
12341.0, NO, $742.84, 42141503.0, Applicator swabs and cotton balls, 42140000.0, 92653
(33.595874, -117.702101), ","
12341.0, NO, $742.84, 42141503.0, Applicator swabs and cotton balls, 42140000.0, 92653
("
"
NO, 1.0, 51142900.0, 54229
(44.565391, -87.822786), ","
NO, 1.0, 51142900.0, 54229
(44.565391, -87.822786), "
"
NO, Office machines and their supplies and accessories, ","
NO, Office machines and their supplies and accessories, "
"
Statewide Contract, nan, Powdered Milk, ","
Statewide Contract, nan, Powdered Milk, "
"
nan, Water Resources, Department of, 15101506.0, Fuels, Fuels and Fuel Additives and Lubricants and Anti corrosive Materials, ","
nan, Water Resources, Department of, 15101506.0, Fuels, Fuels and Fuel Additives and Lubricants and Anti corrosive Materials, "
